,리뷰,별점,영업 시간,이미지url,가게명,가게 주소
15,"불친절, 반찬이 특색없음 특히 깍두기볶음밥 최악 물냉은 그나마 먹을만담부턴 경천애인이나 한와담 가야지",2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
16,,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
17,룸에서 모임하기 좋아요.,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
18,너무 조치 룸도 잇고 근데 환기가 안됨 ㅠ그리고 카운터 남자분 일 똑바로 햇으면 ㅠ 싸1가지 진짜 가정교육 된장찌개에 밥말아먹엇나,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
19,"여기올때마다느끼는거지만 카운터 직원, 맨앞에서 자리응대하는직원 참 불친절...말풍선 다보인다. 말하는게 기본이 안된듯",2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
20,,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
21,바닥이 너무 미끌거림..파채는 도끼로 써는듯,2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
22,친구들과 즐겁게 식사하고 왔어요. 룸도 있어서 룸에서 먹으니 좋네요!,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
23,,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
24,원래 리뷰 아예안쓰는데 처음 씁니다. 오랜만에 왔는데 서비스는 개나 줘버리고 고기올려놓고 까먹은건지 뭔지 오지도 않고 이게 소고기인지 고무씹는건지 모르겠네요. 맛있다고 지인 데려왔는데 다신 안올거같아요 만원짜리 삼겹살집이 더 나았을듯,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
25,아니 고기 몇만원어치를 먹는데 계속 안구워주고 벨을 눌러도 묵묵 부답 진짜 비싼값내고 먹는데 짜증나 죽을뻔함,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
26,,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
27,왠지 모르지만 맛의 기복이 있어요 그리고 나갈 때쯤이면 거의 훈제인간 됨,3,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
28,후식도있었나요? 못먹음 (디너) 창고43스페셜,2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
29,고기질 좋고 잘 구워줌.가격은 비싼 편.(1인당 16.7만 지불),4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
30,,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
31,맛있고 깔끔하고 친절하셨어요고기 다 구워주시고 최고,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
32,좋은 고기를 맛 없게 구워먹는 곳이란 느낌을 받았습니다. 고기 상태는 좋은데 구워주시는 분에 따라 평가가 다른 것 같네요.,2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
33,,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
34,,3,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
35,팬은 무쇠팬인거 같은데 진짜 고기 못굽네요. 그냥 점심식사하는 거 외에는 비추. 돈아깝습니다,2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
36,회식하기에 좋네요,3,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
37,좋은점: 고기 맛있다. 친절하다.안 좋은 점: 1. 공기가 아주 매캐하다.  (환기 잘X 목 아픔)2. 어둡다. 지하인데 창문 하나 없고 조명 어두움3. 테이블 다닥다닥 붙어 씨끄럽다.4. 비싼만큼 비싸다.결론: 다신 안감. 창고43 삼성점이 훨씬 낫다,2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
38,3명이서 30만원이나 먹었는데 자리도 구석탱이 주고 서빙도 엉망이고 분위기도 별루에요. 예약석 자리 텅텅 비었던데 저도 예약했는데 왜 자리를 그렇게 주나요? 기분 별루였어요,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
39,편하게 먹을수 있음. 맛남~,3,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
40,창고는 언제나 맛있음  식당이 조금 어둡다는 단점빼고는 다 좋음,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
41,"어머니생신_20180224전반적으로 좋았고, 육회도 굿.",5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
42,지하라 어두움너무 사람많음직원은 적음엄청 빠르시긴한데 불편함 먼가.,3,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
43,cashier 응대가 매우 불쾌했음 직원 교육이필요하네요,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
44,맛있음. 약간 비싸지만 손님과 오기 좋음. 룸도 있고.,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
45,,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
46,깔끔하고 맛도 괜찮아요. 가격은 조금만 저렴했으면,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
47,법카가 요긴하게 사용되는 스타일의 식당달랑 지인과 점심 메뉴로 먹은 갈비탕이라 평가가 조심스럽지만 특별하지는 않았다,3,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
0,본점에서만 먹다가 강남에 온 김에 먹어봤는데 빨리 익혀서 그런지 겉이 좀 타고 기름이 잘 안 녹아 있어서 엄청 느끼했어요. 먹다가 마늘 장아찌랑 와사비로도 도저히 못 먹겠어서 포기했습니다 … 고기 너무 빨리 익히려고 하지 말아주세요 …,2,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
1,고기 맛있네요 친절하심 된장밥 필수~,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
2,맛나요ㅎㅎ 고기 구워주셔서 좋고 직원분들이 진짜 다 친절하세요! 근데 반찬이라던지 막 특색이 있진 않아요!! 2인분 양도 너무 적은 느낌이긴 합니다! 그래도 맛있게 잘 먹었어요 ㅎㅎ,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
3,좋아요,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
4,,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
5,그가격에 그맛,3,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
6,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
7,진짜 맛있어요( ◜⤙◝ )♡,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
8,맛있어요,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
9,제가 구워먹는 고기를 크게 선호하지 않는 편인데 여긴 진짜 맛있어요 ㅋㅋ 데려간 지인들도 다 만족했어요,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
10,,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
11,무엇보다 친절하시고 맛있어요~~ 항정살은 솔드아웃이라 목살 삼겹만 먹었어요 ~~ 고기 두껍고 굿굿,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
12,"가격이 비싸고 양이 작아서 가성비 면에선 별로지만 삼겹살이 진짜 맛있어요. 육즙 콸콸👍🏻 목살은 삼겹살만큼은 아니었고, 된장찌개는 쏘쏘에 물냉은 진짜 별로에요😨 고기 구워주시는 직원 분 정말 유쾌하셨구 비싸지만 삼겹살 먹으러 또 갈거같아요 ㅎㅎ",4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
13,된장찌개 냉면 등은 평범한데 고기가 미쳤음 한 남자직원이 너무 불친절해서 기분 나빴는데그걸 다 용서할 수 있을만큼 존맛,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
14,고기 당연히 맛있고 된장밥도 맛있었구 비빔냉면이 진짜 맛있어요!! 직원분들 고기도 잘구워주시고 엄청 친절하고 유쾌하셔서 기분좋게 식사했어요. 얼린 물티슈도 주시는 센스...!! 유일한 아쉬운점은 양이 약간 작은 점 정도입니당,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
15,가격있는만큼 고기 질이 좋다 사장님 고기굽는 스킬도 좋아서 더 좋다,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
16,진짜 여기저기 다녀봤지만 이곳이 좋다..양은 많은 편은 아니지만 그렇다고 적은 편도 아님!삼겹살 먹고싶을땐 무조건 여기 감.. 쵝오,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
17,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
18,존맛탱. 양 적고 비싸지만 돈 값합니다. 두꺼운 삼겹살 유행이지만 그 중에서도 뛰어난 맛입니다. 직원들도 친절하십니다. 괜히 사람이 많은 게 아님!!! 재방문의사 200%. 오래오래 다니고싶은 집.,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
19,"가격이 좀 비싸지만 통통하고 넘나 맛있어요,,양 적어서 3명이서 6인분은 먹어줘야해요직원분들 친절해요",5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
20,,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
21,"목살, 삼겹살 먹었는데 첫 한점은 정말 맛있는데 나중갈수록 퍽퍽해서 아쉬웠어요ㅜㅠ 남자친구가 강추해서 같이 간 곳인데 고기 구워주시는 직원분에 따라서 고기 맛이 달라지는 거 같아요~ 비빔냉면도 맛있었습니다~",4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
22,맛잇어요!̤̮,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
23,맛있게 잘 먹었습니다,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
24,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
25,입에서 살살 녹아요.ㅎㅎ,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
26,고기맛이 끝내줘요~~,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
27,맛있어요,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
28,육전식당 신설동 본점도 자주 갔는데 강남에도 있길래 방문함. 기대가 너무 컸나 다들 맛나게 먹었지만 부족했음… 많이 시끄러워 대화하는데 목이 아팠다. 고기맛은 여전히 굿.,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
29,오늘은 삼겹살이 질겼어요 목살은 겉바속촉이었는데 삼겹살 살코기 질김 무슨 일이죠? 원래 육즙팡팡 부드럽게 녹았잖아요 고기 상태 신경써주세요... 지인에게 자신있게 소개한 곳이었는데 아쉬운 자리였네요ㅠㅠ,3,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
30,맛있음,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
31,목살도 존맛 삼겹살은 대존맛사진 왜 못찍었을까 나,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
