,리뷰,별점,영업 시간,이미지url,가게명,가게 주소
32,,1,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
33,고기 자체가 맛있네요!!! 소금 갈치젓 다 맛있어요!,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
34,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
35,맛잇으느 비싸다으,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
36,친절하고 너무 맛있었어요.고기도 진짜 맛잇게 구워주시고..근데 볶음밥은 진짜 별로에요. 비싼데 맛이없어요..고기많이드세요,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
37,,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
38,ㅈㅁㅌㅌㄱㄹ,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
39,,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
40,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
41,맛은 있지만 가성비는 좋지 않아요,3,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
42,맛있고 직원 분들이 매우 친절하셨어요,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
43,직원 친절. 고기 맛있음. 가격은 비쌈,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
44,깔끔하고 맛있어요,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
45,"삼겹, 목살, 항정살 세개 먹어본것중 갠적으론 삼겹, 목살이 맛있음.식당에서 먹은 고기중 맛이 손에 꼽힘 그러나 가격도 손에 꼽힘+ 직원분들 친절",4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
46,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
47,,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
48,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
49,진짜 맛있어요... 깜놀.....ㅠㅠ육즙이 미침.. 직원분들도 친절하시고 감사합니다! 맛있게 먹고가요~,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
50,명심하세요.삼겹살은 육전식당 입니다.본점갈필요없어요.사장님 운영정신 좋으십니다.,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
51,"3~4점 정도고기는 150g에 16,000₩으로 올랐어요오늘도 나는 다른 고깃집을 찾아 떠난다....",3,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
52,고기 맛있습니다. 오랜시간 웨이팅 해야하는지는 잘.,3,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
53,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
54,고기 육즙 굳 사람 많아서 노굳,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
55,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
56,진짜여기는 언제먹어두 마싯슴 근데 친절하기까지함 ㅠ3ㅠ,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
57,"서비스는 좋음. 그러나 이 가격에 먹을 만한 품질은 아니라는 생각. 비계가 많고 질긴 고기를 크게 썰어주기까지 하니 먹기 불편했고, 사이드로 시킨 된장찌개와 냉면도 평범한 수준이었음. 게다가 서빙하는 종업원들과 달리 요리사들은 마스크를 벗고 있어서... 불 앞에서 일하느라 더운 건 알겠는데 시국이 시국이니만큼 좀 더 신경써줬으면.",3,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
58,맛있다. 하지만 서울 Top1은 아니라고 생각된다.,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
59,삼겹살이 과장 많이 안하고 녹아없어지는 경험은 처음인거같아서 또가고싶다.,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
60,먹어본 돼지중에 최고,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
61,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
62,하남돼지집이랑 투톱,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
63,고기는 맛있는데 사람이 많아서 약간 시장통 분위기,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
64,그럭저럭~,2,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
65,삼겹살 시키면 잘 보세요 비계덩어리에요. 비계가 80%라서 바꿔달라고 해도 안바꿔주려고 난리임. 기분더러움. 고기가 아닌 걍 기름덩어리던데 비싼데 돈아까움.,1,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
66,고기가 너무 질긴데 크게 썰어주니까 턱아픔명성이 자자한 육전식당은 강남점은 아닌걸로...,2,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
67,,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
68,,3,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
69,직원분들도 너무친절하시고 부족한거 있으면 눈치빠르게 가져다주심 고기도 너무 맛있어요 꼭 가보시길 으이!,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
70,완전 친절하고 완전 맛있음 특히 목살. 양이 조금 적은게 아쉬워서 4개,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
71,서비스 맛 가격이 고퀄명이나물은 굳이 시켰다 싶은게 다른 찬이 다 괜춘함,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
72,가격을 비싸지만 맛있고 구워주니 좋음,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
73,재방문 의사있음,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
74,완전 맛있었음.4호점 오픈하고 얼마안됐을 때 가서 5시 조금 전에 가서 오픈전까지 잠깐 기다린터라 별로 안기다려서 더 좋았던 기억.,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
75,진짜 지금까지 먹어본 돼지고기 중 역대급. 고기질도 좋은데 맛있게 잘 구워주시는 것도 커요.별 하나는 웨이팅 너무 심해서 뺐어요. 금요일 퇴근하고 갔더니 한시간 반 기다렸어요ㅠㅠㅠ,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
76,고기자체로만 본다면 맛있습니다. 다만 가격에 비해 양이 너무 적어요ㅠㅠ 특히 볶음밥이 왜 4천원인지는 모르겠습니다..,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
77,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
78,저의 최애 돼지집!!삼겹살과 볶음밥 정말 강추합니다.,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
79,"친절한 매니저님, 서버분들은 기본 베이스. 고기는 말도 못할 정도로 늘 최상으로 맛있고, 곁찬부터 된찌까지 나무랄 데가 없다. 웨이팅만 없다면 근방 식당에서 단언컨대 원톱이라 자부함. 갈 때 마다 늘 기복없이 기분 좋게 식사할 수 있도록 해주셔서 감사함.",5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
80,목살 너무 취저!! 냉면도 얇은면이라 너무 좋음. 고기도 맛있고 냉명도 맛있어! 일하시는 분들도 너무 친절하고 유쾌하심!! 근데 별 하나 빼는 이유는 대기 시간이 길고 ㅠㅜ 명이 나물 2천원 추가라서 눈물 또로로 ㅠㅜ 그래도 또 갈께요!!!,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
81,점심 제육볶음 좋습니다.,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
82,"일본인 친구랑 먹으러갔는데 (일본어로 대화하고 한국어 다 알아들음)밤 10시정도 됐을때 여자직원분께서 ""일본인ㅈㄴ안간다"" 이러시는걸 들어서 기분이 상당히 안좋았습니다... 밤 11시까지 영업인걸로 아는데 화장실도 10시부터 잠가버리시고ㅠ 담부터는 웨이팅이 길더라도 다른 지점으로 가볼게요",1,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
83,개맛집.,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
84,,3,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
85,이 맛을 위해서라면 웨이팅은 물론 웨이터도 될 수 있어!,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
86,,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
87,너무 맛있고 직원들도 친절한데 돼지같이생긴 여자가 너무 싸가지없음 완전 똥씹은표정짓고 일하기싫으면 집에가던지.. 왜나와서 밥먹으러온사람들 기분잡치게만드는지 이해가안가네요,3,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
88,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
89,,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
90,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
91,계산하는분빼고는모두가 너무친졀!!!!또갈거에용,4,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
92,항정상 목살 먹었는데 맛있었어요6시 전에 가서 앉아 먹었는데 6시 이후로는 줄서더라구요저 고기 구워주신 직원분도 매우 친절했어요팁 드리고 싶었는데 현금을 안들고 다니는 죄인이라...ㅜㅜ,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
93,여기 고기가 질겨요. 육즙도 그리 호평할 정도는 절대 아닙니다. 줄 까지 서서 먹을 이유가 전혀 없는듯;; 그리고 직원들이 불필요한 말들을 너무 많이 해서 불편합니다. 가격만 비싼거지 품질이나 서비스는 평균수준입니다.,2,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
94,,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
95,5살 남자아이와 갔습니다.매우 순하고 있는지도 모르겠는 시끄럽지않는 아이입니다.잠시 아이가 일어났다가 앉는 사이 사이다컵이 닿아 쓰러졌습니다.아이도 표정이 놀랐고 저는 빨리 앉으라며 여기서 일어서면 안된다고 주의를 주었습니다.그때 여자 직원분이 보시고 닦으러 오시면서 아이에게 그러니까 의자에서 일어나면 안된다며 단호한톤으로 혼을 내셨습니다.아이가 놀라 평소와다르게 참는듯이 소리를 작게내며 울었습니다.그러니 여자직원분이 아이고 약하게 여자네 여자~ 라고 하셨습니다.아이가 저에게 요리사는 무섭다고 작게 속삭이며 울먹였습니다.요리사 트라우마가 생긴것같습니다.굳이 부모가 제어하고있는 와중에도 그러셔야했는지^^;요새 맘ㅊ맘ㅊ 난리니 혹여 오해받을까 그냥 지나치고 왔습니다.,1,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
96,웨이팅은 한 15분 정도..? 직원분이 몹시 친절했어요 ㅎㅎ 고기는 다른분들 평처럼 맛있어요~,5,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
97,,2,월~토 11:30 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8C7589D501CB47E593A00B394ED8B72A',육전식당 4호점,서울 강남구 테헤란로8길 11-4 1층 (우)06234
