성별,행정구역별,시점,평균시간 (시간)
전체,강원도 양구군,2018,7
전체,강원도 양구군,2019,6.6
전체,강원도 양양군,2015,6.6
전체,강원도 양양군,2016,6.7
전체,강원도 양양군,2017,6.6
전체,강원도 양양군,2018,6.6
전체,강원도 양양군,2019,6.6
전체,강원도 영월군,2015,6.6
전체,강원도 영월군,2016,6.5
전체,강원도 영월군,2017,6.6
전체,강원도 영월군,2018,6.9
전체,강원도 영월군,2019,6.7
전체,강원도 원주시,2015,6.6
전체,강원도 원주시,2016,6.6
전체,강원도 원주시,2017,6.5
전체,강원도 원주시,2018,6.8
전체,강원도 원주시,2019,6.7
전체,강원도 인제군,2015,6.6
전체,강원도 인제군,2016,6.7
전체,강원도 인제군,2017,6.7
전체,강원도 인제군,2018,6.8
전체,강원도 인제군,2019,6.8
전체,강원도 정선군,2015,6.6
전체,강원도 정선군,2016,6.6
전체,강원도 정선군,2017,6.6
전체,강원도 정선군,2018,6.9
전체,강원도 정선군,2019,6.6
전체,강원도 철원군,2015,6.6
전체,강원도 철원군,2016,6.7
전체,강원도 철원군,2017,6.5
전체,강원도 철원군,2018,6.8
전체,강원도 철원군,2019,6.7
전체,강원도 춘천시,2015,6.7
전체,강원도 춘천시,2016,6.6
전체,강원도 춘천시,2017,6.5
전체,강원도 춘천시,2018,6.7
전체,강원도 춘천시,2019,6.6
전체,강원도 태백시,2015,6.7
전체,강원도 태백시,2016,6.6
전체,강원도 태백시,2017,6.7
전체,강원도 태백시,2018,6.7
전체,강원도 태백시,2019,6.6
전체,강원도 평창군,2015,6.6
전체,강원도 평창군,2016,6.7
전체,강원도 평창군,2017,6.6
전체,강원도 평창군,2018,6.8
전체,강원도 평창군,2019,6.8
전체,강원도 홍천군,2015,6.7
전체,강원도 홍천군,2016,6.6
전체,강원도 홍천군,2017,6.7
전체,강원도 홍천군,2018,6.7
전체,강원도 홍천군,2019,6.9
전체,강원도 화천군,2015,6.6
전체,강원도 화천군,2016,6.7
전체,강원도 화천군,2017,6.6
전체,강원도 화천군,2018,6.8
전체,강원도 화천군,2019,6.6
전체,강원도 횡성군,2015,6.7
전체,강원도 횡성군,2016,6.7
전체,강원도 횡성군,2017,6.6
전체,강원도 횡성군,2018,6.7
전체,강원도 횡성군,2019,6.7
전체,충청북도,2015,6.6
전체,충청북도,2016,6.6
전체,충청북도,2017,6.6
전체,충청북도,2018,6.7
전체,충청북도,2019,6.7
전체,충청북도 괴산군,2015,6.6
전체,충청북도 괴산군,2016,6.6
전체,충청북도 괴산군,2017,6.6
전체,충청북도 괴산군,2018,6.9
전체,충청북도 괴산군,2019,6.7
전체,충청북도 단양군,2015,6.7
전체,충청북도 단양군,2016,6.6
전체,충청북도 단양군,2017,6.7
전체,충청북도 단양군,2018,6.7
전체,충청북도 단양군,2019,6.6
전체,충청북도 보은군,2015,6.7
전체,충청북도 보은군,2016,6.6
전체,충청북도 보은군,2017,6.7
전체,충청북도 보은군,2018,6.9
전체,충청북도 보은군,2019,6.6
전체,충청북도 영동군,2015,6.8
전체,충청북도 영동군,2016,6.6
전체,충청북도 영동군,2017,6.8
전체,충청북도 영동군,2018,6.8
전체,충청북도 영동군,2019,6.9
전체,충청북도 옥천군,2015,6.7
전체,충청북도 옥천군,2016,6.6
전체,충청북도 옥천군,2017,6.7
전체,충청북도 옥천군,2018,6.7
전체,충청북도 옥천군,2019,6.7
전체,충청북도 음성군,2015,6.7
전체,충청북도 음성군,2016,6.7
전체,충청북도 음성군,2017,6.7
전체,충청북도 음성군,2018,6.8
전체,충청북도 음성군,2019,6.7
전체,충청북도 제천시,2015,6.6
전체,충청북도 제천시,2016,6.6
전체,충청북도 제천시,2017,6.6
전체,충청북도 제천시,2018,6.7
전체,충청북도 제천시,2019,6.6
전체,충청북도 증평군,2015,6.6
전체,충청북도 증평군,2016,6.6
전체,충청북도 증평군,2017,6.6
전체,충청북도 증평군,2018,6.7
전체,충청북도 증평군,2019,6.6
전체,충청북도 진천군,2015,6.7
전체,충청북도 진천군,2016,6.7
전체,충청북도 진천군,2017,6.7
전체,충청북도 진천군,2018,6.8
전체,충청북도 진천군,2019,6.7
전체,충청북도 청원군,2018,0
전체,충청북도 청주시,2018,0
전체,충청북도 충주시,2015,6.6
전체,충청북도 충주시,2016,6.5
전체,충청북도 충주시,2017,6.6
전체,충청북도 충주시,2018,6.7
전체,충청북도 충주시,2019,6.5
전체,충청북도 통합청주시,2015,6.6
전체,충청북도 통합청주시,2016,6.6
전체,충청북도 통합청주시,2017,6.6
전체,충청북도 통합청주시,2018,6.7
전체,충청북도 통합청주시,2019,6.7
전체,충청남도,2015,6.6
전체,충청남도,2016,6.6
전체,충청남도,2017,6.5
전체,충청남도,2018,6.7
전체,충청남도,2019,6.7
전체,충청남도 계룡시,2015,6.5
전체,충청남도 계룡시,2016,6.7
전체,충청남도 계룡시,2017,6.6
전체,충청남도 계룡시,2018,6.6
전체,충청남도 계룡시,2019,6.6
전체,충청남도 공주시,2015,6.6
전체,충청남도 공주시,2016,6.7
전체,충청남도 공주시,2017,6.5
전체,충청남도 공주시,2018,6.7
전체,충청남도 공주시,2019,6.7
전체,충청남도 금산군,2015,6.5
전체,충청남도 금산군,2016,6.6
전체,충청남도 금산군,2017,6.5
전체,충청남도 금산군,2018,6.8
전체,충청남도 금산군,2019,6.6
전체,충청남도 논산시,2015,6.6
전체,충청남도 논산시,2016,6.6
전체,충청남도 논산시,2017,6.7
전체,충청남도 논산시,2018,6.6
전체,충청남도 논산시,2019,6.7
전체,충청남도 당진군,2018,0
전체,충청남도 당진시,2015,6.5
전체,충청남도 당진시,2016,6.6
전체,충청남도 당진시,2017,6.5
전체,충청남도 당진시,2018,6.8
전체,충청남도 당진시,2019,6.6
전체,충청남도 보령시,2015,6.6
전체,충청남도 보령시,2016,6.5
전체,충청남도 보령시,2017,6.5
전체,충청남도 보령시,2018,6.6
전체,충청남도 보령시,2019,6.7
전체,충청남도 부여군,2015,6.5
전체,충청남도 부여군,2016,6.6
전체,충청남도 부여군,2017,6.9
전체,충청남도 부여군,2018,6.8
전체,충청남도 부여군,2019,6.8
전체,충청남도 서산시,2015,6.5
전체,충청남도 서산시,2016,6.6
전체,충청남도 서산시,2017,6.5
전체,충청남도 서산시,2018,6.6
전체,충청남도 서산시,2019,6.6
전체,충청남도 서천군,2015,6.6
전체,충청남도 서천군,2016,6.5
전체,충청남도 서천군,2017,6.5
전체,충청남도 서천군,2018,6.7
전체,충청남도 서천군,2019,6.5
전체,충청남도 아산시,2015,6.6
전체,충청남도 아산시,2016,6.7
전체,충청남도 아산시,2017,6.5
전체,충청남도 아산시,2018,6.8
전체,충청남도 아산시,2019,6.8
전체,충청남도 연기군,2018,0
전체,충청남도 예산군,2015,6.6
전체,충청남도 예산군,2016,6.6
전체,충청남도 예산군,2017,6.6
전체,충청남도 예산군,2018,6.7
전체,충청남도 예산군,2019,6.5
전체,충청남도 천안시,2015,6.7
전체,충청남도 천안시,2016,6.6
전체,충청남도 천안시,2017,6.5
전체,충청남도 천안시,2018,6.8
전체,충청남도 천안시,2019,6.6
전체,충청남도 청양군,2015,6.8
전체,충청남도 청양군,2016,6.7
전체,충청남도 청양군,2017,6.8
전체,충청남도 청양군,2018,6.8
전체,충청남도 청양군,2019,6.6
전체,충청남도 태안군,2015,6.4
전체,충청남도 태안군,2016,6.5
전체,충청남도 태안군,2017,6.5
전체,충청남도 태안군,2018,6.6
전체,충청남도 태안군,2019,6.7
전체,충청남도 홍성군,2015,6.6
전체,충청남도 홍성군,2016,6.7
전체,충청남도 홍성군,2017,6.6
전체,충청남도 홍성군,2018,6.8
전체,충청남도 홍성군,2019,6.7
전체,전라북도,2015,6.6
전체,전라북도,2016,6.6
전체,전라북도,2017,6.6
전체,전라북도,2018,6.7
전체,전라북도,2019,6.7
전체,전라북도 고창군,2015,6.6
전체,전라북도 고창군,2016,6.7
전체,전라북도 고창군,2017,6.4
전체,전라북도 고창군,2018,6.5
전체,전라북도 고창군,2019,6.5
전체,전라북도 군산시,2015,6.5
전체,전라북도 군산시,2016,6.6
전체,전라북도 군산시,2017,6.6
전체,전라북도 군산시,2018,6.7
전체,전라북도 군산시,2019,6.7
전체,전라북도 김제시,2015,6.7
전체,전라북도 김제시,2016,6.6
전체,전라북도 김제시,2017,6.5
전체,전라북도 김제시,2018,6.7
전체,전라북도 김제시,2019,6.6
전체,전라북도 남원시,2015,6.7
전체,전라북도 남원시,2016,6.7
전체,전라북도 남원시,2017,6.7
전체,전라북도 남원시,2018,6.8
전체,전라북도 남원시,2019,6.7
전체,전라북도 무주군,2015,6.7
전체,전라북도 무주군,2016,6.9
전체,전라북도 무주군,2017,6.7
전체,전라북도 무주군,2018,6.9
전체,전라북도 무주군,2019,6.7
전체,전라북도 부안군,2015,6.6
전체,전라북도 부안군,2016,6.6
전체,전라북도 부안군,2017,6.6
전체,전라북도 부안군,2018,6.9
전체,전라북도 부안군,2019,6.7
전체,전라북도 순창군,2015,6.8
전체,전라북도 순창군,2016,6.8
전체,전라북도 순창군,2017,6.7
전체,전라북도 순창군,2018,7
전체,전라북도 순창군,2019,6.9
전체,전라북도 완주군,2015,6.7
전체,전라북도 완주군,2016,6.7
전체,전라북도 완주군,2017,6.6
전체,전라북도 완주군,2018,6.8
전체,전라북도 완주군,2019,6.7
전체,전라북도 익산시,2015,6.7
전체,전라북도 익산시,2016,6.6
전체,전라북도 익산시,2017,6.5
전체,전라북도 익산시,2018,6.7
전체,전라북도 익산시,2019,6.8
전체,전라북도 임실군,2015,6.9
전체,전라북도 임실군,2016,6.9
전체,전라북도 임실군,2017,6.7
전체,전라북도 임실군,2018,6.9
전체,전라북도 임실군,2019,7.1
전체,전라북도 장수군,2015,6.8
전체,전라북도 장수군,2016,6.8
전체,전라북도 장수군,2017,6.9
전체,전라북도 장수군,2018,7.1
전체,전라북도 장수군,2019,6.8
전체,전라북도 전주시,2015,6.6
전체,전라북도 전주시,2016,6.6
전체,전라북도 전주시,2017,6.6
전체,전라북도 전주시,2018,6.7
전체,전라북도 전주시,2019,6.7
전체,전라북도 정읍시,2015,6.5
전체,전라북도 정읍시,2016,6.5
전체,전라북도 정읍시,2017,6.5
전체,전라북도 정읍시,2018,6.8
전체,전라북도 정읍시,2019,6.7
전체,전라북도 진안군,2015,6.9
전체,전라북도 진안군,2016,6.7
전체,전라북도 진안군,2017,6.8
전체,전라북도 진안군,2018,7.1
전체,전라북도 진안군,2019,6.9
전체,전라남도,2015,6.6
전체,전라남도,2016,6.6
전체,전라남도,2017,6.6
전체,전라남도,2018,6.7
전체,전라남도,2019,6.6
전체,전라남도 강진군,2015,6.6
전체,전라남도 강진군,2016,6.7
전체,전라남도 강진군,2017,6.7
전체,전라남도 강진군,2018,6.8
전체,전라남도 강진군,2019,6.6
전체,전라남도 고흥군,2015,6.8
전체,전라남도 고흥군,2016,6.8
전체,전라남도 고흥군,2017,6.8
전체,전라남도 고흥군,2018,6.8
전체,전라남도 고흥군,2019,6.6
전체,전라남도 곡성군,2015,6.6
전체,전라남도 곡성군,2016,6.9
전체,전라남도 곡성군,2017,6.8
전체,전라남도 곡성군,2018,6.9
전체,전라남도 곡성군,2019,6.6
전체,전라남도 광양시,2015,6.7
전체,전라남도 광양시,2016,6.6
전체,전라남도 광양시,2017,6.7
전체,전라남도 광양시,2018,6.7
전체,전라남도 광양시,2019,6.6
전체,전라남도 구례군,2015,6.6
전체,전라남도 구례군,2016,6.6
전체,전라남도 구례군,2017,6.6
전체,전라남도 구례군,2018,7
전체,전라남도 구례군,2019,6.7
전체,전라남도 나주시,2015,6.7
전체,전라남도 나주시,2016,6.4
전체,전라남도 나주시,2017,6.7
전체,전라남도 나주시,2018,6.8
전체,전라남도 나주시,2019,6.7
전체,전라남도 담양군,2015,6.4
전체,전라남도 담양군,2016,6.6
전체,전라남도 담양군,2017,6.7
전체,전라남도 담양군,2018,6.8
전체,전라남도 담양군,2019,6.7
전체,전라남도 목포시,2015,6.5
전체,전라남도 목포시,2016,6.4
전체,전라남도 목포시,2017,6.5
전체,전라남도 목포시,2018,6.7
전체,전라남도 목포시,2019,6.6
전체,전라남도 무안군,2015,6.6
전체,전라남도 무안군,2016,6.6
전체,전라남도 무안군,2017,6.5
전체,전라남도 무안군,2018,6.6
전체,전라남도 무안군,2019,6.7
전체,전라남도 보성군,2015,6.8
전체,전라남도 보성군,2016,6.9
전체,전라남도 보성군,2017,6.8
전체,전라남도 보성군,2018,6.9
전체,전라남도 보성군,2019,6.9
전체,전라남도 순천시,2015,6.5
전체,전라남도 순천시,2016,6.6
전체,전라남도 순천시,2017,6.6
전체,전라남도 순천시,2018,6.6
전체,전라남도 순천시,2019,6.6
전체,전라남도 신안군,2015,6.9
전체,전라남도 신안군,2016,6.7
전체,전라남도 신안군,2017,6.7
전체,전라남도 신안군,2018,6.7
전체,전라남도 신안군,2019,6.7
전체,전라남도 여수시,2015,6.7
전체,전라남도 여수시,2016,6.7
전체,전라남도 여수시,2017,6.6
전체,전라남도 여수시,2018,6.6
전체,전라남도 여수시,2019,6.6
전체,전라남도 영광군,2015,6.6
전체,전라남도 영광군,2016,6.7
전체,전라남도 영광군,2017,6.6
전체,전라남도 영광군,2018,6.7
전체,전라남도 영광군,2019,6.7
전체,전라남도 영암군,2015,6.7
전체,전라남도 영암군,2016,6.5
전체,전라남도 영암군,2017,6.5
전체,전라남도 영암군,2018,6.8
전체,전라남도 영암군,2019,6.6
전체,전라남도 완도군,2015,6.7
전체,전라남도 완도군,2016,6.6
전체,전라남도 완도군,2017,6.7
전체,전라남도 완도군,2018,7.1
전체,전라남도 완도군,2019,6.6
전체,전라남도 장성군,2015,6.7
전체,전라남도 장성군,2016,6.6
전체,전라남도 장성군,2017,6.6
전체,전라남도 장성군,2018,6.9
전체,전라남도 장성군,2019,6.8
전체,전라남도 장흥군,2015,6.7
전체,전라남도 장흥군,2016,6.6
전체,전라남도 장흥군,2017,6.6
전체,전라남도 장흥군,2018,6.7
전체,전라남도 장흥군,2019,6.6
전체,전라남도 진도군,2015,6.6
전체,전라남도 진도군,2016,6.6
전체,전라남도 진도군,2017,6.7
전체,전라남도 진도군,2018,6.6
전체,전라남도 진도군,2019,6.5
전체,전라남도 함평군,2015,6.6
전체,전라남도 함평군,2016,6.5
전체,전라남도 함평군,2017,6.6
전체,전라남도 함평군,2018,6.8
전체,전라남도 함평군,2019,6.6
전체,전라남도 해남군,2015,6.7
전체,전라남도 해남군,2016,6.5
전체,전라남도 해남군,2017,6.6
전체,전라남도 해남군,2018,7
전체,전라남도 해남군,2019,6.8
전체,전라남도 화순군,2015,6.6
전체,전라남도 화순군,2016,6.7
전체,전라남도 화순군,2017,6.6
전체,전라남도 화순군,2018,6.6
전체,전라남도 화순군,2019,6.6
전체,경상북도,2015,6.6
전체,경상북도,2016,6.7
전체,경상북도,2017,6.6
전체,경상북도,2018,6.7
전체,경상북도,2019,6.7
전체,경상북도 경산시,2015,6.6
전체,경상북도 경산시,2016,6.6
전체,경상북도 경산시,2017,6.4
전체,경상북도 경산시,2018,6.7
전체,경상북도 경산시,2019,6.7
전체,경상북도 경주시,2015,6.5
전체,경상북도 경주시,2016,6.6
전체,경상북도 경주시,2017,6.6
전체,경상북도 경주시,2018,6.6
전체,경상북도 경주시,2019,6.5
전체,경상북도 고령군,2015,6.7
전체,경상북도 고령군,2016,6.7
전체,경상북도 고령군,2017,6.5
전체,경상북도 고령군,2018,6.9
전체,경상북도 고령군,2019,6.8
전체,경상북도 구미시,2015,6.7
전체,경상북도 구미시,2016,6.7
전체,경상북도 구미시,2017,6.6
전체,경상북도 구미시,2018,6.8
전체,경상북도 구미시,2019,6.8
전체,경상북도 군위군,2015,6.8
전체,경상북도 군위군,2016,6.9
전체,경상북도 군위군,2017,6.7
전체,경상북도 군위군,2018,6.8
전체,경상북도 군위군,2019,6.5
전체,경상북도 김천시,2015,6.7
전체,경상북도 김천시,2016,6.6
전체,경상북도 김천시,2017,6.6
전체,경상북도 김천시,2018,6.7
전체,경상북도 김천시,2019,6.6
전체,경상북도 문경시,2015,6.5
전체,경상북도 문경시,2016,6.5
전체,경상북도 문경시,2017,6.4
전체,경상북도 문경시,2018,6.6
전체,경상북도 문경시,2019,6.7
전체,경상북도 봉화군,2015,6.8
전체,경상북도 봉화군,2016,6.8
전체,경상북도 봉화군,2017,6.7
전체,경상북도 봉화군,2018,6.8
전체,경상북도 봉화군,2019,6.7
전체,경상북도 상주시,2015,6.6
전체,경상북도 상주시,2016,6.8
전체,경상북도 상주시,2017,6.7
전체,경상북도 상주시,2018,7
전체,경상북도 상주시,2019,6.9
전체,경상북도 성주군,2015,6.7
전체,경상북도 성주군,2016,6.6
전체,경상북도 성주군,2017,7
전체,경상북도 성주군,2018,7.1
전체,경상북도 성주군,2019,6.8
전체,경상북도 안동시,2015,6.8
전체,경상북도 안동시,2016,6.7
전체,경상북도 안동시,2017,6.8
전체,경상북도 안동시,2018,6.7
전체,경상북도 안동시,2019,6.7
전체,경상북도 영덕군,2015,6.6
전체,경상북도 영덕군,2016,6.5
전체,경상북도 영덕군,2017,6.5
전체,경상북도 영덕군,2018,7
전체,경상북도 영덕군,2019,6.6
전체,경상북도 영양군,2015,6.7
전체,경상북도 영양군,2016,6.8
전체,경상북도 영양군,2017,7
전체,경상북도 영양군,2018,6.8
전체,경상북도 영양군,2019,6.6
전체,경상북도 영주시,2015,6.7
전체,경상북도 영주시,2016,6.7
전체,경상북도 영주시,2017,6.6
전체,경상북도 영주시,2018,6.7
전체,경상북도 영주시,2019,6.6
전체,경상북도 영천시,2015,6.5
전체,경상북도 영천시,2016,6.6
전체,경상북도 영천시,2017,6.6
전체,경상북도 영천시,2018,6.6
전체,경상북도 영천시,2019,6.5
전체,경상북도 예천군,2015,6.7
전체,경상북도 예천군,2016,6.8
전체,경상북도 예천군,2017,6.9
전체,경상북도 예천군,2018,6.8
전체,경상북도 예천군,2019,6.7
전체,경상북도 울릉군,2015,6.9
전체,경상북도 울릉군,2016,6.7
전체,경상북도 울릉군,2017,6.7
전체,경상북도 울릉군,2018,6.6
전체,경상북도 울릉군,2019,6.6
전체,경상북도 울진군,2015,6.5
전체,경상북도 울진군,2016,6.6
전체,경상북도 울진군,2017,6.7
전체,경상북도 울진군,2018,6.9
전체,경상북도 울진군,2019,6.5
전체,경상북도 의성군,2015,6.7
전체,경상북도 의성군,2016,6.7
전체,경상북도 의성군,2017,6.6
전체,경상북도 의성군,2018,6.6
전체,경상북도 의성군,2019,6.6
전체,경상북도 청도군,2015,6.8
전체,경상북도 청도군,2016,6.6
전체,경상북도 청도군,2017,6.7
전체,경상북도 청도군,2018,6.8
전체,경상북도 청도군,2019,6.7
전체,경상북도 청송군,2015,6.7
전체,경상북도 청송군,2016,6.7
전체,경상북도 청송군,2017,6.7
전체,경상북도 청송군,2018,6.8
전체,경상북도 청송군,2019,6.7
전체,경상북도 칠곡군,2015,6.7
전체,경상북도 칠곡군,2016,6.7
전체,경상북도 칠곡군,2017,6.7
전체,경상북도 칠곡군,2018,6.7
전체,경상북도 칠곡군,2019,6.6
전체,경상북도 포항시,2015,6.6
전체,경상북도 포항시,2016,6.6
전체,경상북도 포항시,2017,6.6
전체,경상북도 포항시,2018,6.6
전체,경상북도 포항시,2019,6.7
전체,경상남도,2015,6.5
전체,경상남도,2016,6.6
전체,경상남도,2017,6.6
전체,경상남도,2018,6.7
전체,경상남도,2019,6.6
전체,경상남도 거제시,2015,6.6
전체,경상남도 거제시,2016,6.6
전체,경상남도 거제시,2017,6.6
전체,경상남도 거제시,2018,6.7
전체,경상남도 거제시,2019,6.6
전체,경상남도 거창군,2015,6.7
전체,경상남도 거창군,2016,6.7
전체,경상남도 거창군,2017,6.7
전체,경상남도 거창군,2018,6.8
전체,경상남도 거창군,2019,6.8
전체,경상남도 고성군,2015,6.6
전체,경상남도 고성군,2016,6.6
전체,경상남도 고성군,2017,6.6
전체,경상남도 고성군,2018,6.8
전체,경상남도 고성군,2019,6.6
전체,경상남도 김해시,2015,6.6
전체,경상남도 김해시,2016,6.6
전체,경상남도 김해시,2017,6.6
전체,경상남도 김해시,2018,6.6
전체,경상남도 김해시,2019,6.5
전체,경상남도 남해군,2015,6.5
전체,경상남도 남해군,2016,6.4
전체,경상남도 남해군,2017,6.5
전체,경상남도 남해군,2018,6.9
전체,경상남도 남해군,2019,6.7
전체,경상남도 창원시,2015,6.5
전체,경상남도 창원시,2016,6.5
전체,경상남도 창원시,2017,6.6
전체,경상남도 창원시,2018,6.6
전체,경상남도 창원시,2019,6.5
전체,경상남도 밀양시,2015,6.5
전체,경상남도 밀양시,2016,6.6
전체,경상남도 밀양시,2017,6.6
전체,경상남도 밀양시,2018,6.7
전체,경상남도 밀양시,2019,6.7
전체,경상남도 사천시,2015,6.5
전체,경상남도 사천시,2016,6.5
전체,경상남도 사천시,2017,6.6
전체,경상남도 사천시,2018,6.8
전체,경상남도 사천시,2019,6.8
전체,경상남도 산청군,2015,6.8
전체,경상남도 산청군,2016,6.7
전체,경상남도 산청군,2017,6.6
전체,경상남도 산청군,2018,6.9
전체,경상남도 산청군,2019,6.7
전체,경상남도 양산시,2015,6.5
전체,경상남도 양산시,2016,6.5
전체,경상남도 양산시,2017,6.6
전체,경상남도 양산시,2018,6.7
전체,경상남도 양산시,2019,6.6
전체,경상남도 의령군,2015,6.8
전체,경상남도 의령군,2016,6.7
전체,경상남도 의령군,2017,6.6
전체,경상남도 의령군,2018,6.7
전체,경상남도 의령군,2019,6.6
전체,경상남도 진주시,2015,6.6
전체,경상남도 진주시,2016,6.5
전체,경상남도 진주시,2017,6.5
전체,경상남도 진주시,2018,6.5
전체,경상남도 진주시,2019,6.6
전체,경상남도 창녕군,2015,6.8
전체,경상남도 창녕군,2016,6.7
전체,경상남도 창녕군,2017,6.6
전체,경상남도 창녕군,2018,6.9
전체,경상남도 창녕군,2019,6.7
전체,경상남도 통영시,2015,6.4
전체,경상남도 통영시,2016,6.5
전체,경상남도 통영시,2017,6.5
전체,경상남도 통영시,2018,6.7
전체,경상남도 통영시,2019,6.7
전체,경상남도 하동군,2015,6.5
전체,경상남도 하동군,2016,6.6
전체,경상남도 하동군,2017,6.5
전체,경상남도 하동군,2018,6.5
전체,경상남도 하동군,2019,6.5
전체,경상남도 함안군,2015,6.7
전체,경상남도 함안군,2016,6.6
전체,경상남도 함안군,2017,6.6
전체,경상남도 함안군,2018,6.8
전체,경상남도 함안군,2019,6.6
전체,경상남도 함양군,2015,6.8
전체,경상남도 함양군,2016,6.8
전체,경상남도 함양군,2017,6.7
전체,경상남도 함양군,2018,7.1
전체,경상남도 함양군,2019,6.7
전체,경상남도 합천군,2015,6.6
전체,경상남도 합천군,2016,6.8
전체,경상남도 합천군,2017,6.7
전체,경상남도 합천군,2018,6.8
전체,경상남도 합천군,2019,6.8
전체,제주특별자치도,2015,6.4
전체,제주특별자치도,2016,6.6
전체,제주특별자치도,2017,6.5
전체,제주특별자치도,2018,6.7
전체,제주특별자치도,2019,6.7
전체,제주특별자치도 서귀포시,2019,6.6
전체,제주특별자치도 제주시,2019,6.7